SOURCE,TEXT,
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Marcos Pereira agiu sempre dentro da lei enquanto presidente de partido, buscando doações empresariais respeitando as regras eleitorais, e esclarecerá não ter qualquer envolvimento com atitudes ilícitas",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"O ministro disse que só falará nos autos do processo sob orientação de seus advogados. Questionado sobre o impacto no governo dos pedidos de investigação de nove ministros, inclusive ele, Moreira afirmou que o Planalto deve &quot;continuar trabalhando&quot; e que o levantamento do sigilo das delações da Odebrecht &quot;tira finalmente um problema da frente&quot;. &quot;Isso estava emperrando o país. Agora precisa esperar para ver o que tem. Eu só falarei nos autos",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"O senador Aécio Neves considera importante o fim do sigilo sobre o conteúdo das delações, iniciativa solicitada por ele ao ministro Edson Fachin na semana passada, e considera que assim será possível desmascarar as mentiras e demonstrar a absoluta correção de sua conduta",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Mesmo não tendo sido candidato em 2014 e desconhecendo o teor das menções a mim atribuídas, coloco-me à disposição da Justiça para colaborar com as investigações que se venham a requerer",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Em toda sua trajetória, Anastasia nunca tratou de qualquer assunto ilícito com ninguém",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Recebi doações da Braskem em 2014, e o Ministério Público já indicou que vai investigar a relação entre doações legais e troca de favores ou lavagem de dinheiro. Eu acredito que tem que investigar, sim, e rápido, para que fique tudo esclarecido. A Odebrecht nunca prestou serviços para os governos que comandei, e no caso do Refis, eu nem sequer era senador",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Recebo com surpresa a inserção do meu nome no rol dos investigados. Não tive, até o presente momento, qualquer acesso ao processo para conhecer o conteúdo do que me é atribuído. Rechaço com veemência toda e qualquer denúncia de prática de ilícitos. Estou indignado, mas absolutamente tranquilo, pois minha consciência em nada me acusa. Digo à sociedade brasileira, em especial, aos Catarinenses, que sempre confiaram em mim, que espero que rapidamente a verdade seja restabelecida. Neste momento, coloco-me inteiramente à disposição da Justiça",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,O sigilo é contrário ao interesse dos meus clientes. É bom que as informações venham a público para que eles possam se defender,
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"O meu nome foi citado na 'Lista de Fachin' junto ao da senadora Maria do Carmo (DEM/SE) e que o então prefeito João Alves (DEM/SE) teria solicitado R$ 600 mil para as duas campanhas em 2014. Gostaria de esclarecer que NÃO AUTORIZEI ninguém a pedir valores para a campanha em meu nome, NUNCA tive qualquer contato e NÃO CONHEÇO os empresários Fernando Luiz Ayres da Cunha Reis e Alexandre José Lopes Barradas - delatores da Lava Jato. NUNCA e em tempo ALGUM pedi nada a Odebrecht e, repito, NÃO AUTORIZEI ninguém a solicitar dinheiro e muito menos tive conhecimento disso. A minha campanha NÃO UTILIZOU recursos de caixa dois. E isso fica comprovado, inclusive, na denúncia divulgada, onde meu nome NÃO aparece como requerente, NEM recebedor destes recursos. Quem solicitou valores aos empresários para uso em caixa dois, que explique e responda pelos seus atos. TODAS as doações da minha campanha foram oficiais, declaradas e encontram-se à disposição no site do TSE. No mais, estou à disposição da Justiça para possíveis esclarecimentos",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Por meio da assessoria, o senador disse que está tranquilo e aguarda o resultado das investigações.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Questionado sobre a menção a seu nome na lista do ministro Edson Fachin, o presidente do Senado, Eunício Oliveira (PMDB-CE), disse que não tinha informações. Sem abordar o assunto específico, disse à imprensa: &quot;Eu acho que os homens públicos têm que estar sempre atentos e sem medo de fazer os enfrentamentos que a vida pública nos oferece.&quot; Afirmou ainda que os trabalhos no Senado seguirão normalmente. Nesta terça, após a divulgação da lista, a sessão do Senado continuou normalmente, com votação de indicação para a Ancine e aprovação da proposta que estabelece um documento único de identidade. O senador também divulgou nota: &quot;A Justiça brasileira tem maturidade e firmeza para apurar e distinguir mentiras e versões alternativas da verdade&quot",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"A defesa do senador Fernando Bezerra Coelho, representada pelo advogado André Luís Callegari, afirma que não foi oficialmente comunicada, tampouco teve acesso à referida investigação. Fernando Bezerra mantém-se, como sempre esteve, à disposição das autoridades a fim de prestar quaisquer esclarecimentos que elas possam necessitar. A defesa do senador observa que, nestes 35 anos de vida pública de Fernando Bezerra Coelho, não há qualquer condenação em desfavor do parlamentar",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Não quis se pronunciar.
",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"O senador Garibaldi Filho se declara surpreso com a notícia de inclusão do seu nome nas notícias de delações e, ao mesmo tempo em que nega tais suspeitas, põe-se à disposição da Justiça para quaisquer esclarecimentos, inclusive disponibilizando os sigilos bancário, fiscal e telefônico, e espera agilidade na apuração e responsabilidade na distinção entre doações lícitas e sem qualquer contrapartida das doações irregulares.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"O senador Humberto Costa &ndash;que espera a conclusão de inquérito já aberto há mais de dois anos pelo STF, e para o qual a Polícia Federal já se manifestou em favor do arquivamento&ndash; aguarda o levantamento do sigilo dos novos documentos para ter acesso às informações necessárias à sua defesa. O senador, que já abriu mão de todos os seus sigilos, se coloca, como sempre o fez, à disposição das autoridades para todos os esclarecimentos necessários.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Em nota, o senador Ivo Cassol (PP-RO) afirmou que foi surpreendido com a inclusão de seu nome na lista do STF. &quot;Não só entendo que é o dever da justiça investigar e fiscalizar os políticos, como é meu dever também lembrar que fui o único parlamentar que denunciou formalmente a isenção fiscal para as usinas do Rio Madeira em 2011. O prejuízo ao Estado foi estimado em R$ 1 bilhão, valores que poderiam ser investidos em melhor qualidade de vida para o povo de Rondônia&quot;, afirmou. &quot;À época dos fatos denunciei essa isenção de impostos à vários órgãos públicos, tais como: Ministério Público, Tribunal de Justiça, Tribunal de Contas e Assembleia Legislativa do Estado de Rondônia e mesmo assim essa isenção foi concedida pelo atual governo do Estado de Rondônia em 2011&quot;, escreveu o congressista. O senador apontou que a citação de seu nome na lista é injusta e descabida. &quot;Vejo isso como uma retaliação por ter sido contra a isenção de impostos dado aos consórcios que construíram as usinas de Jirau e Santo Antônio",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"&quot;O senador José Serra reitera que não cometeu nenhuma irregularidade e que suas campanhas foram conduzidas pelo partido, na forma da lei. A abertura do inquérito pelo Supremo Tribunal Federal servirá como oportunidade de demonstrar essas afirmações e a lisura de sua conduta.&quot;",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"A respeito da decisão do Supremo Tribunal Federal, que autorizou abertura de inquérito para investigar nove ministros, 29 senadores e 42 deputados federais, na qual o meu nome é citado, declaro que: Lamentavelmente, por desconhecer o conteúdo da decisão do ministro Edson Fachin, não tenho, neste momento, elementos suficientes que me permitam rebater as supostas acusações feitas contra mim e o meu marido, mas afirmo categoricamente que, em toda a minha vida pública, nunca participei de corrupção e nunca aceitei participar de qualquer movimento de grupos fora da lei. Estarei à disposição para prestar todos os esclarecimentos necessários de maneira a eliminar qualquer dúvida sobre a nossa conduta. Sigo trabalhando no Senado pelo Brasil e pelo Tocantins. Minha história e minha correção são a base fundamental da minha defesa.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Meu advogado já solicitou acesso a todos os detalhes dos inquéritos para saber de que forma vamos nos defender. Essa etapa não representa nenhuma surpresa. Quando Janot pediu as investigações, já sabíamos que este seria o passo seguinte. Tudo tem que ser investigado&quot;, afirmou a senadora à <b>Folha</b>. &quot;Acho muito importante essa autorização do Supremo para a devida abertura dos inquéritos. Espero que agora haja a quebra do sigilo de todo o processo, como já havia solicitado. Tenho a consciência tranquila e a confiança de que tudo será esclarecido. A seriedade da minha vida pública fala por mim. Quem não deve não teme. Espero que as investigações avancem, com transparência e agilidade. Que as responsabilidades sejam devidamente apuradas, para que separemos o joio do trigo.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Mais uma vez confiarei que as investigações irão esclarecer os fatos e, assim como das outras vezes, estou convicto que o arquivamento será único desfecho possível para esse processo. Novamente a justiça será feita",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Vimos esclarecer que o ministro Edson Fachin não determinou a abertura de investigação contra a senadora Marta Suplicy, mas, sim, retornou a denúncia para o Procurador-Geral Rodrigo Janot para avaliar a extinção de punibilidade. Os fatos mencionados na delação são inteiramente falsos. A conduta da senadora Marta Suplicy sempre foi baseada nos princípios éticos que marcam toda sua vida pública.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Ninguém tem mais interesse do que eu na conclusão deste inquérito. Não tenho e nunca tive nenhum tipo de relação com a Odebrecht. Essa empresa não teve sequer contratos ou pagamentos recebidos no meu governo. Também não recebi nenhum centavo deles em campanha eleitoral. O jornal O Globo já inclusive publicou que, no documento divulgado pelo ministro Fachin, não há qualquer referência de valor em meu nome.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Os nomes surgem porque trata-se de dinheiro de campanha que passou do partido para o candidato. Por isso, aparece todo mundo. Como o dinheiro veio da Odebrecht há essa menção&quot;, afirmou o senador à <b>Folha</b>. Em nota oficial, o senador afirmou: &quot;Sobre a suposta lista divulgada pelo Jornal 'O Estado de São Paulo', na tarde de hoje, que traz o meu nome, tenho a esclarecer: Todos os recursos da minha companha de 2014 para o Senado Federal, foram repassados pela direção nacional e estadual do Partido dos Trabalhadores e estão todos declarados nas prestações de contas junto ao TRE. A utilização desses recursos, empresas doadoras e doadores individuais enfatizo, obedeceram estritamente às normas da legislação eleitoral em vigor daquele ano",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"A abertura dos inquéritos permitirá que eu conheça o teor das supostas acusações para, enfim, exercer meu direito de defesa sem que seja apenas baseado em vazamentos seletivos de delações. Um homem público sabe que pode ser investigado. Mas isso não pode significar uma condenação prévia ou um atestado de que alguma irregularidade foi cometida. Acredito que esses inquéritos serão arquivados por falta de provas, como aconteceu com o primeiro deles",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Foi com absoluta perplexidade e indignação que eu recebi a informação de que meu nome está incluído na chamada lista do Fachin. Toda minha campanha foi declarada e, como poderão constatar na prestação de contas no TSE, esta empresa não foi doadora. Nunca tratei qualquer assunto com essas pessoas e tampouco autorizei que alguém tratasse. Acionarei esses mentirosos judicialmente para que provem as acusações.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,Sempre estive e sempre estarei à disposição da Justiça para prestar qualquer informação. Nas minhas campanhas eleitorais sempre atuei dentro da legislação e tive todas as minhas contas aprovadas,
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"A assessoria da senadora Vanessa Grazziotin afirmou que todas as doações feitas para as campanhas da congressista foram oficiais, declaradas e posteriormente aprovadas pela Justiça Eleitoral.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"O senador Valdir Raupp afirma que recebeu com tranquilidade a sua citação na lista do ministro Fachin publicada no dia de hoje, baseada em declarações de delatores que no desespero falam e ninguém pode impedir. Este será o momento que o senador terá para provar que as doações legais destinadas ao partido foram declaradas e aprovadas pela Justiça Eleitoral.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"É com surpresa que vejo no noticiário meu nome entre os investigados na Operação Lava Jato. Não tenho e não tive qualquer relação com executivos, empresas, e estatais envolvidos. Não fui notificado e soube da inclusão do meu nome pela imprensa. Estou absolutamente tranquilo porque nada fiz de errado e isso será provado.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Em nota conjunta, o deputado Antonio Brito (PSD-BA) e o vereador Edvaldo Brito (PSD-BA) declararam que &quot;recebem a notícia da autorização para apuração dos fatos relativos à eleição de 2010 com total serenidade, uma vez que se trata de procedimento legal, no qual será possível apurar a verdade dos fatos. Destacam, ainda, que doações eleitorais recebidas, relativas a campanha de 2010, foram declaradas e aprovadas nas prestações de contas ao TSE&quot",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Frente à divulgação de uma lista em que o nome do deputado de forma surpreendente aparece, e por não saber onde e de que maneira foi citado, o deputado está determinado a buscar, junto ao Supremo Tribunal Federal, todas as informações para que a verdade prevaleça.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Deputado afirma que todas as doações de campanha estão de acordo com a lei, devidamente declaradas e aprovadas pelo Tribunal Regional Eleitoral da Bahia.
",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"O deputado federal Betinho Gomes afirma não ter cometido irregularidades e diz que irá pedir acesso às informações desse possível inquérito com o objetivo saber do que realmente está sendo acusado &quot;para poder se defender&quot;. O tucano diz ter a consciência tranquila e reafirma seu compromisso e apoio à Operação Lava Jato. Em nota divulgada por sua assessoria, o parlamentar declarou que: &quot;Em relação à notícia de que o ministro Edson Fachin determinou abertura de inquérito contra o deputado Federal Betinho Gomes, o parlamentar esclarece que: teve todas as contas de campanha contabilizadas e aprovadas pela Justiça Eleitoral; pedirá acesso à íntegra do referido inquérito; jamais defendeu interesses privados em detrimento do interesse público; nunca teve encontros com os referidos delatores mencionados pela imprensa; tem total interesse que o caso seja o mais rapidamente esclarecido.&quot;",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"O deputado Beto Mansur disse que as doações &quot;foram efetuadas dentro da legislação vigente à época&quot;. &quot;Não há nada de errado e tudo foi feito com transparência e rigorosamente dentro da lei&quot;, afirmou, em nota.
",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"&quot;Fui pego de surpresa. Não imaginava [que estaria na lista]. Todas as minhas doações foram recebidas de forma oficial. Estou cumprindo meu primeiro mandato e jamais tive qualquer tipo de pedido [por parte da Odebrecht]&quot;, disse o deputado à <b>Folha</b>.",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"Não vai se manifestar por enquanto.
",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"&quot;As doações que recebi foram oficiais. Todas estão no site do TSE; é só as pessoas consultarem. O que tem que ser colocado é o seguinte: se a doação foi feita com intenção e se o político deu alguma coisa em troca. Nunca dei nada em troca, ofereci absolutamente nada e recebi absolutamente nada. Não estou ligado a nenhuma obra do país. Estou tranquilo. Quando você está tranquilo, não teme nada, né?&quot;, afirmou o deputado à <b>Folha</b>. &quot;Fiz levantamento e não tem nenhuma doação para a minha pessoa. Pode ter para o partido, mas não para a minha pessoa. Da Odebrecht nunca teve. Fico muito triste de me ver envolvido nesta história.&quot;
",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"&quot;Sobre as notícias citando o meu nome em possível investigação no STF, não tenho nada a temer. Os baianos e os brasileiros conhecem minha trajetória de mais de 30 anos de atividade pública. Se algum inquérito for aberto, tenho total convicção que o destino será o arquivamento&quot;, afirmou.
",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"A assessoria do deputado divulgou uma nota conjunta com Maguito Vilela, ex-senador: &quot;As campanhas de Maguito Vilela, em 2012, e de Daniel Vilela, em 2014, foram feitas inteiramente com recursos contabilizados conforme determina o (TSE) Tribunal Superior Eleitoral e aprovadas pela referida Corte. As prestações de contas estão disponíveis no site do TSE. Maguito e Daniel afirmam que nunca estiveram, nunca falaram e sequer conhecem os delatores. Ambos refutam qualquer acusação. Informam ainda que não foram notificados das investigações do Supremo Tribunal Federal e que estão tranquilos e convictos de que a ação será arquivada porque não tem qualquer lastro na realidade.&quot;
",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"&quot;Em relação à menção do meu nome nas investigações do Supremo Tribunal Federal, recebo com tranquilidade, uma vez que confio que a verdade prevalecerá e a justiça será feita. Declaro que sou o maior interessado no esclarecimento de toda esta situação. É importante destacar que não sou réu e nem investigado em nenhum processo da Lava Jato. A minha vida pública sempre foi pautada pela ética, lisura e transparência e a minha história demonstra a preocupação com a legalidade de todos os meus atos.&quot;
",
http://www1.folha.uol.com.br/poder/2017/04/1874691-politicos-citados-na-lista-de-fachin-negam-irregularidades.shtml,"O deputado Dimas Fabiano afirma que &quot;jamais manteve contato com qualquer executivo da Odebrecht, não tendo sido destinatário de recursos alegadamente doados ou disponibilizados pela referida empresa&quot;. Diz ainda que &quot;a eventual utilização do nome do deputado por terceiros com propósitos espúrios - seja para solicitar recursos, seja para obter benefícios em delação - é prática absolutamente irresponsável e criminosa&quot;.
",
